order_id,customer_id,order_timestamp,category,quantity,unit_price,discount_pct,revenue,status,payment_method
O100814,C00045,2024-03-16 07:47:00,Books,5,89.83,15.0,381.78,Completed,PayPal
O100815,C00308,2024-04-13 00:59:00,Home,2,54.53,15.0,92.7,Completed,Card
O100816,C00114,2024-06-30 17:26:00,Home,3,16.26,0.0,48.78,Completed,Apple Pay
O100817,C00282,2024-05-09 22:58:00,Beauty,5,236.05,20.0,944.2,Completed,Apple Pay
O100818,C00901,2024-03-15 16:35:00,Clothing,1,63.24,0.0,63.24,Completed,Card
O100819,C00934,2024-05-12 21:49:00,Beauty,2,143.7,0.0,287.4,Completed,Card
O100820,C00041,2024-02-16 06:10:00,Electronics,2,103.0,0.0,206.0,Completed,Card
O100821,C01031,2024-07-13 08:06:00,Clothing,3,145.59,10.0,393.09,Completed,PayPal
O100822,C00616,2024-04-11 08:06:00,Clothing,5,106.1,0.0,530.5,Completed,Card
O100823,C00975,2024-02-01 10:21:00,Electronics,1,215.77,0.0,215.77,Completed,Google Pay
O100824,C01189,2024-02-29 03:10:00,Books,2,135.49,0.0,270.98,Completed,Card
O100825,C00769,2024-05-01 18:09:00,Books,2,84.2,0.0,168.4,Completed,Card
O100826,C00046,2024-05-03 21:24:00,Electronics,2,278.28,0.0,556.56,Completed,PayPal
O100827,C00413,2024-03-28 06:28:00,Electronics,4,386.32,10.0,1390.75,Completed,Apple Pay
O100828,C00616,2024-06-21 15:47:00,Electronics,2,478.95,0.0,957.9,Completed,Card
O100829,C00210,2024-03-31 10:00:00,Beauty,3,175.16,0.0,525.48,Completed,Card
O100830,C01309,2024-05-18 15:55:00,Home,1,298.38,10.0,268.54,Completed,Card
O100831,C00297,2024-03-28 15:55:00,Home,1,295.7,0.0,295.7,Completed,Card
O100832,C01230,2024-02-13 11:44:00,Clothing,3,251.86,0.0,755.58,Completed,Google Pay
O100833,C00155,2024-04-20 05:02:00,Books,1,12.39,5.0,11.77,Completed,Card
O100834,C00149,2024-03-10 09:58:00,Beauty,2,117.44,5.0,223.14,Completed,PayPal
O100835,C00920,2024-04-04 16:28:00,Sports,5,169.6,10.0,763.2,Completed,Card
O100836,C00997,2024-01-26 20:43:00,Books,4,72.46,15.0,246.36,Completed,Card
O100837,C00563,2024-02-22 01:19:00,Home,4,103.55,15.0,352.07,Completed,Card
O100838,C00017,2024-07-28 10:57:00,Electronics,2,205.22,0.0,410.44,Completed,PayPal
O100839,C01300,2024-03-27 03:35:00,Sports,1,201.85,20.0,161.48,Completed,Apple Pay
O100840,C00898,2024-06-10 11:11:00,Books,4,113.47,15.0,385.8,Completed,PayPal
O100841,C00444,2024-04-17 15:18:00,Beauty,4,42.62,15.0,144.91,Completed,Apple Pay
O100842,C00936,2024-02-03 20:06:00,Clothing,5,69.7,0.0,348.5,Completed,Apple Pay
O100843,C00926,2024-01-31 12:37:00,Home,3,276.2,5.0,787.17,Completed,Apple Pay
O100844,C01278,2024-08-03 23:11:00,Sports,2,67.06,10.0,-120.71,Returned,Card
O100845,C00366,2024-05-03 12:40:00,Beauty,4,44.25,10.0,159.3,Completed,Card
O100846,C01130,2024-03-20 17:09:00,Sports,3,61.1,0.0,183.3,Completed,Apple Pay
O100847,C00065,2024-03-10 07:15:00,Home,5,319.31,15.0,1357.07,Completed,Google Pay
O100848,C00470,2024-06-25 03:21:00,Home,3,303.4,15.0,773.67,Completed,PayPal
O100849,C00559,2024-05-17 16:57:00,Sports,4,35.42,0.0,0.0,Cancelled,Google Pay
O100850,C00818,2024-05-22 01:30:00,Sports,4,126.85,20.0,-405.92,Returned,Card
O100851,C00601,2024-03-13 22:13:00,Books,2,91.9,0.0,183.8,Completed,Card
O100852,C00295,2024-02-03 16:32:00,Clothing,3,174.23,15.0,444.29,Completed,Apple Pay
O100853,C01023,2024-03-12 21:47:00,Sports,4,251.31,,-954.98,Returned,
O100854,C00587,2024-03-24 19:56:00,Electronics,5,442.31,15.0,1879.82,Completed,Apple Pay
O100855,C01006,2024-06-04 00:53:00,Books,3,61.09,15.0,155.78,Completed,PayPal
O100856,C00917,2024-05-23 20:45:00,Sports,4,67.82,5.0,257.72,Completed,Card
O100857,C01086,2024-03-19 13:34:00,Home,1,215.32,15.0,183.02,Completed,Card
O100858,C00092,2024-03-20 20:31:00,Clothing,5,189.88,0.0,949.4,Completed,Google Pay
O100859,C01178,2024-07-15 05:32:00,Clothing,4,32.18,0.0,128.72,Completed,Card
O100860,C00727,2024-01-19 17:25:00,Sports,4,279.14,0.0,1116.56,Completed,Card
O100861,C01211,2024-04-18 17:05:00,Electronics,2,146.47,0.0,292.94,Completed,Card
O100862,C00206,2024-08-02 14:29:00,Electronics,3,275.14,0.0,-825.42,Returned,Card
O100863,C00662,2024-04-16 15:12:00,Beauty,1,37.75,20.0,30.2,Completed,Card
O100864,C00188,2024-06-16 14:22:00,Clothing,4,136.26,10.0,490.54,Completed,Card
O100865,C00352,2024-06-22 08:00:00,Books,1,97.08,0.0,97.08,Completed,Card
O100866,C00685,2024-04-19 22:44:00,Books,4,136.03,15.0,-462.5,Returned,PayPal
O100867,C01253,2024-04-13 09:20:00,Books,2,103.97,0.0,207.94,Completed,Card
O100868,C00742,2024-08-02 05:58:00,Clothing,5,6.79,0.0,33.95,Completed,Card
O100869,C00768,2024-06-20 21:19:00,Books,2,122.19,5.0,232.16,Completed,Card
O100870,C00137,2024-03-23 02:14:00,Electronics,1,206.23,10.0,185.61,Completed,Apple Pay
O100871,C00042,2024-02-28 01:36:00,Books,5,90.49,15.0,384.58,Completed,Apple Pay
O100872,C00710,2024-06-08 09:39:00,Electronics,2,235.26,0.0,0.0,Cancelled,Google Pay
O100873,C00626,2024-02-23 01:42:00,Sports,2,25.75,0.0,51.5,Completed,Card
O100874,C00439,2024-04-04 17:29:00,Beauty,3,83.59,5.0,238.23,Completed,Card
O100875,C00048,2024-04-21 02:47:00,Sports,4,329.79,0.0,1319.16,Completed,PayPal
O100876,C01270,2024-02-24 20:16:00,Clothing,4,57.94,15.0,197.0,Completed,Google Pay
O100877,C00174,2024-05-05 16:58:00,Home,1,270.15,20.0,216.12,Completed,Card
O100878,C01333,2024-03-20 02:41:00,Beauty,3,80.56,0.0,241.68,Completed,Card
O100879,C00786,2024-04-01 23:52:00,Clothing,3,269.44,0.0,808.32,Completed,Google Pay
O100880,C01348,2024-04-14 05:08:00,Beauty,2,132.2,15.0,224.74,Completed,Card
O100881,C01140,2024-03-10 05:21:00,Books,2,127.99,10.0,230.38,Completed,Card
O100882,C00539,2024-04-27 18:03:00,Home,2,51.91,0.0,103.82,Completed,Apple Pay
O100883,C00115,2024-05-17 16:22:00,Clothing,2,21.29,10.0,38.32,Completed,PayPal
O100884,C00251,2024-04-03 21:26:00,Clothing,5,9.37,15.0,-39.82,Returned,Apple Pay
O100885,C00704,2024-04-06 09:59:00,Sports,1,59.33,10.0,53.4,Completed,Apple Pay
O100886,C00473,2024-03-15 22:36:00,Home,2,293.66,15.0,0.0,Cancelled,PayPal
O100887,C00212,2024-05-20 20:24:00,Books,3,99.26,0.0,297.78,Completed,Card
O100888,C00606,2024-07-18 21:10:00,Sports,1,165.5,0.0,165.5,Completed,Card
O100889,C01138,2024-07-24 15:54:00,Electronics,3,76.21,10.0,205.77,Completed,PayPal
O100890,C00709,2024-03-26 02:58:00,Clothing,3,266.53,0.0,799.59,Completed,Card
O100891,C00769,2024-05-28 17:57:00,Beauty,4,62.14,0.0,248.56,Completed,Card
O100892,C00472,2024-06-02 15:22:00,Home,3,87.02,10.0,234.95,Completed,Card
O100893,C00222,2024-04-26 03:24:00,Clothing,4,41.46,0.0,165.84,Completed,Card
O100894,C00467,2024-03-14 23:27:00,Books,2,75.02,0.0,150.04,Completed,Card
O100895,C00962,2024-06-08 12:34:00,Home,2,252.21,0.0,504.42,Completed,PayPal
O100896,C00610,2024-04-15 17:10:00,Beauty,5,149.15,0.0,745.75,Completed,Google Pay
O100897,C00717,2024-04-12 08:30:00,Beauty,3,86.59,15.0,220.8,Completed,PayPal
O100898,C00195,2024-03-24 18:56:00,Home,4,62.02,0.0,248.08,Completed,Card
O100899,C00565,2024-03-30 08:30:00,Electronics,1,430.05,5.0,408.55,Completed,Card
O100900,C00815,2024-04-04 00:43:00,Beauty,3,160.72,0.0,482.16,Completed,Card
O100901,C00648,2024-03-10 05:38:00,Clothing,3,30.26,0.0,90.78,Completed,Card
O100902,C00392,2024-06-28 01:49:00,Books,2,145.3,5.0,276.07,Completed,Card
O100903,C00027,2024-04-23 01:53:00,Electronics,4,16.16,10.0,58.18,Completed,Card
O100904,C00902,2024-07-22 01:26:00,Electronics,2,194.28,0.0,388.56,Completed,Card
O100905,C01344,2024-06-05 06:02:00,Beauty,5,231.69,0.0,1158.45,Completed,PayPal
O100906,C00592,2024-02-19 03:49:00,Clothing,5,60.42,15.0,256.79,Completed,Apple Pay
O100907,C00024,2024-04-06 08:31:00,Electronics,3,150.65,10.0,406.76,Completed,Card
O100908,C00555,2024-05-06 11:54:00,Home,1,20.98,0.0,20.98,Completed,Apple Pay
O100909,C00210,2024-03-21 06:01:00,Home,2,34.86,0.0,69.72,Completed,Card
O100910,C00706,2024-03-15 21:59:00,Beauty,2,116.86,0.0,233.72,Completed,Card
O100911,C00918,2024-06-29 12:21:00,Beauty,2,110.58,10.0,199.04,Completed,Card
O100912,C00954,2024-03-26 02:57:00,Home,5,7.61,5.0,36.15,Completed,Google Pay
O100913,C00373,2024-02-07 14:43:00,Home,3,242.85,20.0,582.84,Completed,Card
O100914,C01081,2024-04-12 00:48:00,Sports,3,198.55,10.0,536.09,Completed,Card
O100915,C00997,2024-02-27 03:26:00,Home,2,84.74,20.0,135.58,Completed,Card
O100916,C01331,2024-07-21 05:00:00,Beauty,2,229.83,15.0,390.71,Completed,PayPal
O100917,C00092,2024-02-23 16:23:00,Clothing,2,222.79,5.0,423.3,Completed,Card
O100918,C00985,2024-06-04 10:23:00,Home,2,150.64,10.0,271.15,Completed,Card
O100919,C00363,2024-02-18 10:52:00,Electronics,3,76.38,0.0,229.14,Completed,Card
O100920,C00512,2024-06-28 22:47:00,Clothing,1,231.19,0.0,231.19,Completed,Card
O100921,C00721,2024-09-16 09:49:00,Home,5,159.02,15.0,675.84,Completed,PayPal
O100922,C00791,2024-02-28 10:44:00,Sports,2,322.53,0.0,645.06,Completed,Google Pay
O100923,C00128,2024-03-11 23:53:00,Clothing,4,251.74,5.0,956.61,Completed,Card
O100924,C00632,2024-01-31 15:54:00,Sports,2,330.52,0.0,661.04,Completed,Card
O100925,C00611,2024-04-14 11:44:00,Clothing,2,44.32,0.0,88.64,Completed,Google Pay
O100926,C00264,2024-04-08 06:41:00,Sports,4,185.6,0.0,742.4,Completed,Card
O100927,C00252,2024-06-27 08:54:00,Books,1,36.43,20.0,29.14,Completed,Card
O100928,C01022,2024-03-13 07:42:00,Sports,4,62.52,5.0,237.58,Completed,Card
O100929,C01164,2024-06-04 08:57:00,Home,5,32.83,15.0,139.53,Completed,Card
O100930,C00263,2024-05-05 22:46:00,Books,3,26.18,0.0,-78.54,Returned,Card
O100931,C00183,2024-02-23 03:34:00,Beauty,5,210.22,0.0,1051.1,Completed,Card
O100932,C00363,2024-02-17 19:07:00,Clothing,2,214.58,0.0,429.16,Completed,Google Pay
O100933,C01122,2024-01-12 14:28:00,Beauty,1,115.59,0.0,115.59,Completed,Card
O100934,C00244,2024-07-20 19:58:00,Books,5,92.31,0.0,461.55,Completed,Card
O100935,C00799,2024-04-12 13:43:00,Beauty,1,169.44,15.0,144.02,Completed,Card
O100936,C01278,2024-06-27 22:03:00,Home,3,247.26,5.0,0.0,Cancelled,Card
O100937,C01025,2024-04-07 03:18:00,Electronics,1,402.72,5.0,382.58,Completed,Apple Pay
O100938,C00648,2024-04-02 05:42:00,Sports,5,348.59,0.0,1742.95,Completed,Card
O100939,C00482,2024-03-28 03:01:00,Clothing,4,258.43,0.0,1033.72,Completed,PayPal
O100940,C00815,2024-03-12 18:08:00,Clothing,2,252.72,10.0,454.9,Completed,Apple Pay
O100941,C01397,2024-02-14 06:40:00,Electronics,2,82.64,0.0,165.28,Completed,Card
O100942,C01031,2024-06-12 22:43:00,Sports,4,99.35,5.0,377.53,Completed,Card
O100943,C01149,2024-04-02 08:21:00,Clothing,2,158.92,0.0,317.84,Completed,Card
O100944,C00630,2024-05-07 13:08:00,Clothing,2,121.98,0.0,243.96,Completed,PayPal
O100945,C01227,2024-02-08 13:18:00,Home,5,44.87,0.0,224.35,Completed,Apple Pay
O100946,C00549,2024-06-12 04:54:00,Home,5,225.92,0.0,1129.6,Completed,Google Pay
O100947,C01232,2024-03-20 16:25:00,Sports,2,104.88,0.0,209.76,Completed,Apple Pay
O100948,C01111,2024-03-27 15:02:00,Home,3,250.36,10.0,675.97,Completed,Card
O100949,C00440,2024-05-11 15:10:00,Electronics,5,99.96,10.0,0.0,Cancelled,Card
O100950,C00829,2024-02-03 05:43:00,Clothing,2,51.17,10.0,92.11,Completed,Card
O100951,C00963,2024-02-25 00:33:00,Home,1,65.8,0.0,65.8,Completed,Card
O100952,C01022,2024-04-16 02:15:00,Sports,2,131.31,0.0,262.62,Completed,Card
O100953,C01189,2024-05-17 13:02:00,Sports,-4,292.06,0.0,1168.24,Completed,Card
O100954,C00235,2024-03-13 11:27:00,Clothing,5,92.37,0.0,461.85,Completed,Card
O100955,C00468,2024-04-18 12:52:00,Clothing,3,18.44,0.0,55.32,Completed,Google Pay
O100956,C00965,2024-09-04 04:17:00,Electronics,4,174.61,20.0,558.75,Completed,Card
O100957,C00285,2024-04-02 01:56:00,Sports,1,323.73,0.0,323.73,Completed,PayPal
O100958,C00651,2024-02-16 01:36:00,Books,2,24.02,10.0,43.24,Completed,Card
O100959,C01289,2024-03-28 11:22:00,Electronics,4,400.5,5.0,1521.9,Completed,Card
O100960,C01222,2024-04-26 22:00:00,Sports,4,161.31,0.0,645.24,Completed,Apple Pay
O100961,C00878,2024-04-14 20:30:00,Home,4,39.41,10.0,141.88,Completed,Card
O100962,C00278,2024-07-10 22:41:00,Books,2,44.61,20.0,71.38,Completed,PayPal
O100963,C01382,2024-04-22 02:21:00,Sports,2,109.7,0.0,219.4,Completed,Apple Pay
O100964,C00863,2024-05-05 22:40:00,Home,4,314.72,0.0,1258.88,Completed,Card
O100965,C00699,2024-04-13 06:09:00,Beauty,3,42.32,10.0,114.26,Completed,Card
O100966,C00950,2024-02-20 23:23:00,Clothing,2,255.22,10.0,459.4,Completed,Card
O100967,C00105,2024-03-08 00:32:00,Home,1,147.75,15.0,125.59,Completed,Card
O100968,C00019,2024-09-21 18:12:00,Clothing,2,256.86,0.0,513.72,Completed,Apple Pay
O100969,C01390,2024-04-04 00:43:00,Clothing,5,92.99,0.0,-464.95,Returned,Card
O100970,C01281,2024-02-13 18:08:00,Electronics,3,22.81,20.0,54.74,Completed,Card
O100971,C00949,2024-05-19 08:10:00,Home,4,193.88,0.0,775.52,Completed,Card
O100972,C01242,2024-05-18 02:52:00,Sports,2,118.1,20.0,188.96,Completed,PayPal
O100973,C01006,2024-06-03 06:40:00,Clothing,2,215.25,0.0,430.5,Completed,PayPal
O100974,C00371,2024-03-10 12:29:00,Electronics,3,224.07,0.0,672.21,Completed,Card
O100975,C00761,2024-07-01 19:33:00,Electronics,5,152.04,0.0,760.2,Completed,Card
O100976,C01209,2024-03-14 03:26:00,Clothing,5,15.17,0.0,75.85,Completed,Card
O100977,C00226,2024-04-02 23:58:00,Books,5,72.95,15.0,310.04,Completed,Card
O100978,C00885,2024-05-13 21:22:00,Home,3,90.84,25.0,204.39,Completed,Google Pay
O100979,C01084,2024-04-27 21:43:00,Books,4,148.95,0.0,595.8,Completed,Card
O100980,C00266,2024-03-31 13:47:00,Clothing,4,238.83,0.0,955.32,Completed,Card
O100981,C00969,2024-04-22 14:03:00,Electronics,4,384.5,0.0,1538.0,Completed,Card
O100982,C00292,2024-03-27 10:16:00,Electronics,1,160.73,0.0,160.73,Completed,Card
O100983,C00405,2024-06-04 16:19:00,Beauty,1,164.45,0.0,164.45,Completed,PayPal
O100984,C00637,2024-05-24 02:39:00,Sports,3,257.29,15.0,656.09,Completed,Apple Pay
O100985,C00260,2024-03-02 20:41:00,Sports,1,251.39,25.0,188.54,Completed,PayPal
O100986,C00172,2024-04-02 22:49:00,Beauty,1,197.87,5.0,187.98,Completed,Card
O100987,C00853,2024-04-12 13:25:00,Sports,1,282.42,0.0,-282.42,Returned,PayPal
O100988,C01156,2024-04-12 13:57:00,Clothing,2,215.41,20.0,344.66,Completed,Apple Pay
O100989,C00667,2024-06-03 02:06:00,Clothing,3,204.7,5.0,583.39,Completed,Card
O100990,C00595,2024-06-03 04:56:00,Books,5,81.43,25.0,305.36,Completed,Card
O100991,C01055,2024-03-22 23:29:00,Books,2,96.47,0.0,192.94,Completed,Card
O100992,C00987,2024-08-26 20:06:00,Electronics,5,175.6,0.0,878.0,Completed,Card
O100993,C00487,2024-02-07 20:51:00,Books,-1,48.7,0.0,48.7,Completed,Apple Pay
O100994,C00392,2024-07-04 20:10:00,Sports,4,311.47,0.0,1245.88,Completed,Card
O100995,C00683,2024-04-24 22:45:00,Electronics,1,462.83,0.0,462.83,Completed,Card
O100996,C01172,2024-02-18 20:28:00,Home,5,27.55,5.0,130.86,Completed,Card
O100997,C00751,2024-03-24 20:08:00,Electronics,2,213.34,0.0,426.68,Completed,Apple Pay
O100998,C00909,2024-05-27 18:28:00,Clothing,5,10.78,0.0,53.9,Completed,Card
O100999,C01319,2024-04-14 18:11:00,Sports,5,42.99,0.0,214.95,Completed,Google Pay
O101000,C00439,2024-06-05 01:18:00,Books,3,77.75,0.0,233.25,Completed,PayPal
O101001,C00771,2024-03-25 12:29:00,Books,3,99.89,0.0,299.67,Completed,PayPal
O101002,C01107,2024-03-16 08:22:00,Beauty,1,119.75,0.0,119.75,Completed,Card
O101003,C00722,2024-07-08 08:56:00,Clothing,3,51.38,5.0,146.43,Completed,Google Pay
O101004,C01021,2024-04-21 14:00:00,Electronics,1,490.36,10.0,441.32,Completed,Card
O101005,C01068,2024-02-09 02:37:00,Clothing,3,34.38,0.0,103.14,Completed,Card
O101006,C00791,2024-02-16 09:23:00,Beauty,2,14.93,0.0,0.0,Cancelled,PayPal
O101007,C00721,2024-05-07 22:26:00,Clothing,5,103.72,10.0,466.74,Completed,Apple Pay
O101008,C00280,2024-04-04 09:33:00,Electronics,5,94.62,10.0,425.79,Completed,Card
O101009,C00795,2024-02-17 16:29:00,Home,1,142.15,0.0,142.15,Completed,Apple Pay
O101010,C00701,2024-02-13 12:28:00,Clothing,4,34.54,5.0,131.25,Completed,Card
O101011,C00499,2024-08-05 04:20:00,Home,5,168.86,5.0,802.08,Completed,Apple Pay
O101012,C00074,2024-03-29 14:46:00,Electronics,4,109.47,0.0,437.88,Completed,Card
O101013,C01261,2024-06-08 15:00:00,Home,1,302.87,15.0,257.44,Completed,Apple Pay
O101014,C00724,2024-05-07 19:28:00,Home,2,224.25,0.0,448.5,Completed,Card
O101015,C01099,2024-03-23 01:42:00,Books,2,70.3,15.0,119.51,Completed,PayPal
O101016,C00947,2024-03-23 22:21:00,Sports,1,179.91,0.0,179.91,Completed,Card
O101017,C00996,2024-02-06 14:41:00,Home,5,251.48,15.0,1068.79,Completed,Apple Pay
O101018,C00192,2024-10-16 18:00:00,Clothing,5,108.29,0.0,541.45,Completed,Card
O101019,C00510,2024-03-05 13:44:00,Sports,3,142.42,5.0,405.9,Completed,PayPal
O101020,C00975,2024-02-09 13:25:00,Home,1,304.89,15.0,259.16,Completed,Apple Pay
O101021,C00387,2024-08-07 04:40:00,Home,4,222.32,20.0,711.42,Completed,Card
O101022,C00560,2024-03-20 19:49:00,Home,2,151.49,0.0,302.98,Completed,Card
O101023,C00025,2024-03-29 08:19:00,Books,1,100.91,20.0,80.73,Completed,PayPal
O101024,C01073,2024-06-14 14:50:00,Sports,4,224.85,0.0,899.4,Completed,Card
O101025,C01177,2024-05-27 14:22:00,Sports,1,89.23,0.0,89.23,Completed,Card
O101026,C00655,2024-02-21 19:58:00,Books,4,8.14,0.0,32.56,Completed,Card
O101027,C00682,2024-03-07 03:14:00,Books,1,77.13,20.0,61.7,Completed,Card
O101028,C01227,2024-02-10 00:02:00,Sports,1,280.69,10.0,252.62,Completed,Card
O101029,C00979,2024-06-20 03:42:00,Home,4,307.79,0.0,1231.16,Completed,Card
O101030,C00497,2024-04-03 22:25:00,Sports,2,64.95,5.0,123.4,Completed,PayPal
O101031,C00382,2024-01-25 05:36:00,Books,5,54.62,15.0,232.13,Completed,Apple Pay
O101032,C01135,2024-07-25 23:25:00,Sports,2,187.24,0.0,374.48,Completed,Card
O101033,C01306,2024-05-26 22:13:00,Electronics,5,452.66,5.0,2150.14,Completed,Apple Pay
O101034,C00031,2024-07-16 21:49:00,Books,5,143.65,10.0,646.43,Completed,Card
O101035,C00476,2024-02-07 18:29:00,Home,4,113.55,0.0,454.2,Completed,Card
O101036,C00382,2024-03-06 10:59:00,Clothing,1,268.31,10.0,241.48,Completed,Card
O101037,C01136,2024-05-15 18:22:00,Sports,3,66.32,10.0,179.06,Completed,Card
O101038,C00006,2024-02-11 09:32:00,Beauty,4,169.2,0.0,676.8,Completed,Card
O101039,C00357,2024-03-21 09:40:00,Home,5,311.65,10.0,1402.42,Completed,Apple Pay
O101040,C00014,2024-04-12 09:27:00,Books,3,85.82,10.0,231.71,Completed,Card
O101041,C00728,2024-05-23 17:41:00,Beauty,2,105.8,0.0,211.6,Completed,Apple Pay
O101042,C00209,2024-03-28 21:46:00,Clothing,-1,94.32,0.0,94.32,Completed,Google Pay
O101043,C00182,2024-03-28 02:16:00,Sports,2,190.54,0.0,381.08,Completed,Card
O101044,C01110,2024-06-03 21:04:00,Books,4,128.48,10.0,462.53,Completed,Card
O101045,C01073,2024-03-28 08:43:00,Sports,3,266.93,0.0,800.79,Completed,PayPal
O101046,C01247,2024-03-26 09:10:00,Beauty,4,170.29,20.0,544.93,Completed,Card
O101047,C00999,2024-09-17 12:53:00,Beauty,3,15.93,0.0,47.79,Completed,Card
O101048,C00322,2024-05-06 13:24:00,Clothing,5,227.59,15.0,967.26,Completed,Card
O101049,C01310,2024-02-16 22:43:00,Clothing,3,72.18,0.0,216.54,Completed,Apple Pay
O101050,C00265,2024-04-27 00:28:00,Beauty,5,67.89,5.0,322.48,Completed,Google Pay
O101051,C00806,2024-07-01 18:53:00,Sports,3,296.47,25.0,667.06,Completed,Card
O101052,C00643,2024-05-11 20:34:00,Books,3,111.82,20.0,268.37,Completed,Apple Pay
O101053,C00889,2024-03-22 16:47:00,Clothing,5,157.74,20.0,630.96,Completed,Apple Pay
O101054,C00034,2024-02-21 06:05:00,Clothing,2,127.81,10.0,230.06,Completed,Apple Pay
O101055,C01329,2024-03-04 20:25:00,Clothing,5,176.01,0.0,880.05,Completed,Card
O101056,C00983,2024-04-14 17:37:00,Home,1,167.18,0.0,167.18,Completed,Card
O101057,C01035,2024-05-26 21:06:00,Clothing,1,147.29,0.0,147.29,Completed,Apple Pay
O101058,C00586,2024-04-26 02:47:00,Books,3,99.07,10.0,267.49,Completed,Card
O101059,C01103,2024-04-24 20:52:00,Books,4,46.73,15.0,-158.88,Returned,Card
O101060,C00171,2024-04-02 20:51:00,Home,3,299.42,0.0,898.26,Completed,Card
O101061,C01386,2024-04-30 05:46:00,Books,1,133.51,20.0,106.81,Completed,Card
O101062,C00797,2024-05-06 18:58:00,Beauty,3,115.91,15.0,295.57,Completed,Card
O101063,C00875,2024-05-12 01:31:00,Clothing,1,225.11,0.0,225.11,Completed,Google Pay
O101064,C01034,2024-02-13 00:40:00,Sports,3,219.63,10.0,593.0,Completed,Card
O101065,C00292,2024-02-17 09:43:00,Sports,3,143.34,0.0,430.02,Completed,Card
O101066,C01086,2024-04-13 23:57:00,Home,5,110.24,0.0,551.2,Completed,Apple Pay
O101067,C01078,2024-05-26 04:43:00,Clothing,5,180.1,0.0,900.5,Completed,Card
O101068,C00238,2024-03-05 08:28:00,Electronics,3,421.8,0.0,1265.4,Completed,Card
O101069,C00345,2024-04-05 08:22:00,Sports,4,308.83,0.0,1235.32,Completed,Card
O101070,C01223,2024-05-23 11:55:00,Electronics,4,52.4,15.0,178.16,Completed,Apple Pay
O101071,C00694,2024-05-02 15:40:00,Home,5,95.74,,359.02,Completed,
O101072,C00887,2024-04-03 06:06:00,Home,5,142.04,10.0,639.18,Completed,Card
O101073,C00694,2024-03-30 22:48:00,Beauty,3,108.01,5.0,307.83,Completed,Google Pay
O101074,C01204,2024-05-13 04:34:00,Home,2,15.06,0.0,30.12,Completed,Card
O101075,C00848,2024-05-15 03:57:00,Books,1,83.8,20.0,67.04,Completed,Apple Pay
O101076,C00597,2024-05-06 14:05:00,Home,1,225.14,10.0,202.63,Completed,PayPal
O101077,C00173,2024-05-14 13:54:00,Sports,1,57.37,15.0,0.0,Cancelled,Google Pay
O101078,C00942,2024-06-25 16:45:00,Books,1,118.01,10.0,-106.21,Returned,Card
O101079,C00960,2024-07-13 04:54:00,Clothing,2,54.95,10.0,-98.91,Returned,Card
O101080,C00838,2024-03-31 21:07:00,Sports,4,242.04,5.0,919.75,Completed,Card
O101081,C01047,2024-04-18 10:44:00,Home,2,124.91,0.0,249.82,Completed,Card
O101082,C00331,2024-07-19 09:12:00,Home,5,38.14,25.0,143.02,Completed,Card
O101083,C00804,2024-04-04 20:16:00,Clothing,3,44.14,10.0,119.18,Completed,Card
O101084,C00038,2024-07-10 22:26:00,Home,4,232.47,10.0,836.89,Completed,Card
O101085,C00584,2024-05-20 05:06:00,Electronics,2,317.53,0.0,635.06,Completed,Card
O101086,C00821,2024-03-12 23:46:00,Books,5,73.49,15.0,312.33,Completed,Card
O101087,C00419,2024-05-07 22:38:00,Sports,3,139.73,0.0,0.0,Cancelled,Google Pay
O101088,C01035,2024-07-18 18:29:00,Beauty,2,81.3,0.0,162.6,Completed,Card
O101089,C00567,2024-05-18 11:03:00,Beauty,5,170.88,0.0,854.4,Completed,Card
O101090,C00374,2024-03-13 02:15:00,Sports,3,354.1,0.0,-1062.3,Returned,Card
O101091,C01086,2024-03-09 07:27:00,Books,2,81.17,0.0,162.34,Completed,Card
O101092,C01078,2024-06-19 14:15:00,Sports,1,292.34,15.0,248.49,Completed,Card
O101093,C00883,2024-07-15 18:25:00,Electronics,2,161.97,15.0,275.35,Completed,Apple Pay
O101094,C01302,2024-06-28 17:51:00,Beauty,5,26.49,10.0,119.2,Completed,PayPal
O101095,C00702,2024-05-12 15:54:00,Clothing,4,200.84,0.0,803.36,Completed,Card
O101096,C00441,2024-03-22 20:43:00,Electronics,1,74.32,0.0,74.32,Completed,Card
O101097,C00816,2024-07-01 04:34:00,Books,4,113.74,0.0,454.96,Completed,Card
O101098,C00553,2024-03-01 06:16:00,Home,1,290.87,15.0,247.24,Completed,Google Pay
O101099,C01130,2024-04-30 09:54:00,Electronics,4,131.22,0.0,524.88,Completed,Google Pay
O101100,C01069,2024-06-23 22:34:00,Clothing,1,141.18,0.0,141.18,Completed,Card
O101101,C01036,2024-03-22 00:52:00,Clothing,3,194.68,0.0,584.04,Completed,PayPal
O101102,C00114,2024-08-06 01:06:00,Clothing,3,8.74,0.0,26.22,Completed,Google Pay
O101103,C00196,2024-04-24 00:47:00,Sports,4,165.42,,562.43,Completed,
O101104,C01151,2024-04-03 18:18:00,Books,4,134.17,0.0,536.68,Completed,PayPal
O101105,C00808,2024-06-18 20:38:00,Electronics,4,325.79,0.0,1303.16,Completed,Card
O101106,C00074,2024-03-27 12:02:00,Clothing,4,28.6,0.0,114.4,Completed,PayPal
O101107,C01171,2024-02-09 16:28:00,Home,4,220.65,0.0,882.6,Completed,Apple Pay
